,@frequency,provider_code,dataset_code,dataset_name,series_code,series_name,original_period,period,original_value,value,freq,Frequency
123,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),20.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Claims on Central Goverment - Annual,2013,2013-01-01,577372.58,577372.58,A,Annual
124,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),20.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Claims on Central Goverment - Annual,2014,2014-01-01,615763.39,615763.39,A,Annual
125,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),20.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Claims on Central Goverment - Annual,2015,2015-01-01,755752.96,755752.96,A,Annual
126,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),20.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Claims on Central Goverment - Annual,2016,2016-01-01,782450.45,782450.45,A,Annual
127,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),20.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Claims on Central Goverment - Annual,2017,2017-01-01,858987.59,858987.59,A,Annual
128,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),20.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Claims on Central Goverment - Annual,2018,2018-01-01,893040.98,893040.98,A,Annual
129,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),20.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Claims on Central Goverment - Annual,2019,2019-01-01,NA,,A,Annual
130,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),21.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Liabilities to Central Goverment - Annual,2010,2010-01-01,145425.87,145425.87,A,Annual
131,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),21.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Liabilities to Central Goverment - Annual,2011,2011-01-01,164617.69,164617.69,A,Annual
132,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),21.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Liabilities to Central Goverment - Annual,2012,2012-01-01,141071.93,141071.93,A,Annual
133,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),21.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Liabilities to Central Goverment - Annual,2013,2013-01-01,170761.97,170761.97,A,Annual
134,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),21.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Liabilities to Central Goverment - Annual,2014,2014-01-01,199155.2,199155.2,A,Annual
135,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),21.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Liabilities to Central Goverment - Annual,2015,2015-01-01,264625.77,264625.77,A,Annual
136,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),21.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Liabilities to Central Goverment - Annual,2016,2016-01-01,263385.38,263385.38,A,Annual
137,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),21.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Liabilities to Central Goverment - Annual,2017,2017-01-01,370125.15,370125.15,A,Annual
138,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),21.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Liabilities to Central Goverment - Annual,2018,2018-01-01,420312.25,420312.25,A,Annual
139,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),21.A,Factors Affecting Broad Money - Net Claims on Central Goverment - Liabilities to Central Goverment - Annual,2019,2019-01-01,NA,,A,Annual
140,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),22.A,Factors Affecting Broad Money - Claims on Other Sector - Annual,2010,2010-01-01,1910021.98,1910021.98,A,Annual
141,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),22.A,Factors Affecting Broad Money - Claims on Other Sector - Annual,2011,2011-01-01,2383822.87,2383822.87,A,Annual
142,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),22.A,Factors Affecting Broad Money - Claims on Other Sector - Annual,2012,2012-01-01,2917451.67,2917451.67,A,Annual
143,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),22.A,Factors Affecting Broad Money - Claims on Other Sector - Annual,2013,2013-01-01,3526612.41,3526612.41,A,Annual
144,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),22.A,Factors Affecting Broad Money - Claims on Other Sector - Annual,2014,2014-01-01,3961582.67,3961582.67,A,Annual
145,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),22.A,Factors Affecting Broad Money - Claims on Other Sector - Annual,2015,2015-01-01,4318125.58,4318125.58,A,Annual
146,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),22.A,Factors Affecting Broad Money - Claims on Other Sector - Annual,2016,2016-01-01,4711238.82,4711238.82,A,Annual
147,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),22.A,Factors Affecting Broad Money - Claims on Other Sector - Annual,2017,2017-01-01,5087392.48,5087392.48,A,Annual
148,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),22.A,Factors Affecting Broad Money - Claims on Other Sector - Annual,2018,2018-01-01,5725267.07,5725267.07,A,Annual
149,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),22.A,Factors Affecting Broad Money - Claims on Other Sector - Annual,2019,2019-01-01,NA,,A,Annual
150,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),23.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Annual,2010,2010-01-01,124852.02,124852.02,A,Annual
151,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),23.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Annual,2011,2011-01-01,161443.91,161443.91,A,Annual
152,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),23.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Annual,2012,2012-01-01,174952.21,174952.21,A,Annual
153,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),23.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Annual,2013,2013-01-01,217469.32,217469.32,A,Annual
154,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),23.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Annual,2014,2014-01-01,252741.84,252741.84,A,Annual
155,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),23.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Annual,2015,2015-01-01,271703.74,271703.74,A,Annual
156,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),23.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Annual,2016,2016-01-01,290027.61,290027.61,A,Annual
157,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),23.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Annual,2017,2017-01-01,324909.4,324909.4,A,Annual
158,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),23.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Annual,2018,2018-01-01,371297.41,371297.41,A,Annual
159,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),23.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Annual,2019,2019-01-01,NA,,A,Annual
160,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),24.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Loans - Annual,2010,2010-01-01,88482.76,88482.76,A,Annual
161,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),24.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Loans - Annual,2011,2011-01-01,123487.79,123487.79,A,Annual
162,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),24.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Loans - Annual,2012,2012-01-01,132530.6,132530.6,A,Annual
163,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),24.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Loans - Annual,2013,2013-01-01,171244.79,171244.79,A,Annual
164,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),24.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Loans - Annual,2014,2014-01-01,189010.21,189010.21,A,Annual
165,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),24.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Loans - Annual,2015,2015-01-01,201493.35,201493.35,A,Annual
166,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),24.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Loans - Annual,2016,2016-01-01,202648.08,202648.08,A,Annual
167,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),24.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Loans - Annual,2017,2017-01-01,221986.08,221986.08,A,Annual
168,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),24.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Loans - Annual,2018,2018-01-01,257599.49,257599.49,A,Annual
169,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),24.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Loans - Annual,2019,2019-01-01,NA,,A,Annual
170,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),25.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Other Claims - Annual,2010,2010-01-01,36369.26,36369.26,A,Annual
171,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),25.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Other Claims - Annual,2011,2011-01-01,37956.12,37956.12,A,Annual
172,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),25.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Other Claims - Annual,2012,2012-01-01,42421.61,42421.61,A,Annual
173,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),25.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Other Claims - Annual,2013,2013-01-01,46224.53,46224.53,A,Annual
174,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),25.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Other Claims - Annual,2014,2014-01-01,63731.64,63731.64,A,Annual
175,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),25.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Other Claims - Annual,2015,2015-01-01,70210.39,70210.39,A,Annual
176,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),25.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Other Claims - Annual,2016,2016-01-01,87379.53,87379.53,A,Annual
177,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),25.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Other Claims - Annual,2017,2017-01-01,102923.32,102923.32,A,Annual
178,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),25.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Other Claims - Annual,2018,2018-01-01,113697.91,113697.91,A,Annual
179,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),25.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Other Financial - Other Claims - Annual,2019,2019-01-01,NA,,A,Annual
180,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),26.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Annual,2010,2010-01-01,1593.59,1593.59,A,Annual
181,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),26.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Annual,2011,2011-01-01,1409.86,1409.86,A,Annual
182,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),26.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Annual,2012,2012-01-01,2789.64,2789.64,A,Annual
183,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),26.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Annual,2013,2013-01-01,4726.84,4726.84,A,Annual
184,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),26.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Annual,2014,2014-01-01,6635.42,6635.42,A,Annual
185,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),26.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Annual,2015,2015-01-01,6515.61,6515.61,A,Annual
186,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),26.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Annual,2016,2016-01-01,588.69,588.69,A,Annual
187,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),26.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Annual,2017,2017-01-01,4476.4,4476.4,A,Annual
188,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),26.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Annual,2018,2018-01-01,5241.55,5241.55,A,Annual
189,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),26.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Annual,2019,2019-01-01,NA,,A,Annual
190,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),27.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Loans - Annual,2010,2010-01-01,1593.52,1593.52,A,Annual
191,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),27.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Loans - Annual,2011,2011-01-01,1404.81,1404.81,A,Annual
192,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),27.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Loans - Annual,2012,2012-01-01,2779.89,2779.89,A,Annual
193,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),27.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Loans - Annual,2013,2013-01-01,4700.21,4700.21,A,Annual
194,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),27.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Loans - Annual,2014,2014-01-01,6614.4,6614.4,A,Annual
195,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),27.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Loans - Annual,2015,2015-01-01,6494.57,6494.57,A,Annual
196,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),27.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Loans - Annual,2016,2016-01-01,567.69,567.69,A,Annual
197,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),27.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Loans - Annual,2017,2017-01-01,4376.38,4376.38,A,Annual
198,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),27.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Loans - Annual,2018,2018-01-01,4966.49,4966.49,A,Annual
199,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),27.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Loans - Annual,2019,2019-01-01,NA,,A,Annual
200,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),28.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Other Claims - Annual,2010,2010-01-01,0.07,0.07,A,Annual
201,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),28.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Other Claims - Annual,2011,2011-01-01,5.04,5.04,A,Annual
202,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),28.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Other Claims - Annual,2012,2012-01-01,9.75,9.75,A,Annual
203,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),28.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Other Claims - Annual,2013,2013-01-01,26.63,26.63,A,Annual
204,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),28.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Other Claims - Annual,2014,2014-01-01,21.02,21.02,A,Annual
205,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),28.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Other Claims - Annual,2015,2015-01-01,21.04,21.04,A,Annual
206,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),28.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Other Claims - Annual,2016,2016-01-01,21.0,21.0,A,Annual
207,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),28.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Other Claims - Annual,2017,2017-01-01,100.02,100.02,A,Annual
208,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),28.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Other Claims - Annual,2018,2018-01-01,275.07,275.07,A,Annual
209,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),28.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on State and Local Govermment - Other Claims - Annual,2019,2019-01-01,NA,,A,Annual
210,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),29.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Public Non_Financial Corp. - Annual,2010,2010-01-01,99368.93,99368.93,A,Annual
211,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),29.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Public Non_Financial Corp. - Annual,2011,2011-01-01,102593.54,102593.54,A,Annual
212,annual,BI,TABEL1_1,I.1. BROAD MONEY AND ITS AFFECTING FACTORS (Billions of Rp),29.A,Factors Affecting Broad Money - Claims on Other Sector - Claims on Public Non_Financial Corp. - Annual,2012,2012-01-01,158382.66,158382.66,A,Annual
